date,AAPL_SIM,KRX005930_SIM
2025-11-28,0.021810,0.000425
2025-12-01,0.017486,-0.004416
2025-12-02,-0.001339,-0.017817
2025-12-03,0.001644,-0.005479
2025-12-04,0.041586,0.011457
2025-12-05,-0.007443,-0.007775
2025-12-08,-0.013103,0.005411
2025-12-09,0.005109,-0.007714
2025-12-10,0.051517,0.001179
2025-12-11,0.020846,0.009145
2025-12-12,-0.002856,0.000413
2025-12-15,-0.004634,0.012170
2025-12-16,-0.008439,-0.010408
2025-12-17,-0.010523,0.008584
2025-12-18,0.003336,0.000535
2025-12-19,0.000682,0.018486
2025-12-22,0.013610,0.003043
2025-12-23,0.000515,0.017729
2025-12-24,-0.006979,-0.004359
2025-12-25,0.017545,-0.008034
2025-12-26,-0.005572,0.017471
2025-12-29,-0.020356,-0.007125
2025-12-30,0.003484,-0.007862
2025-12-31,0.017423,0.016678
2026-01-01,0.003113,0.002858
2026-01-02,-0.011366,0.018200
2026-01-05,-0.000649,0.037198
2026-01-06,-0.009780,-0.022914
2026-01-07,0.003346,0.000726
2026-01-08,-0.007407,0.055000
2026-01-09,-0.012947,0.007130
2026-01-12,0.007081,-0.000161
2026-01-13,-0.033816,0.002895
2026-01-14,-0.027486,0.005446
2026-01-15,-0.005825,0.007261
2026-01-16,-0.000056,-0.008336
2026-01-19,-0.002348,0.015837
2026-01-20,0.001976,-0.015526
2026-01-21,-0.003945,-0.007884
2026-01-22,0.007861,-0.030599
2026-01-23,-0.001428,0.002463
2026-01-26,0.002862,0.005739
2026-01-27,-0.028231,-0.013257
2026-01-28,0.006917,0.001168
2026-01-29,-0.002978,0.010478
2026-01-30,-0.002181,-0.005472
2026-02-02,-0.002272,-0.003862
2026-02-03,-0.019154,0.016708
2026-02-04,0.013129,0.016310
2026-02-05,0.004692,-0.017590
2026-02-06,-0.008490,-0.001285
2026-02-09,0.004701,-0.008420
2026-02-10,0.008263,0.016659
2026-02-11,-0.017658,-0.006293
2026-02-12,-0.003057,0.048101
2026-02-13,-0.006304,-0.005105
2026-02-16,0.001741,0.019593
2026-02-17,0.016911,-0.020619
2026-02-18,-0.007764,0.009723
2026-02-19,0.015962,-0.014880
2026-02-20,0.026755,0.017208
2026-02-23,0.002227,-0.023458
2026-02-24,0.010594,0.002012
2026-02-25,0.001490,0.010226
2026-02-26,0.003757,-0.004474
2026-02-27,-0.004908,0.007293
2026-03-02,-0.001075,-0.001249
2026-03-03,0.012283,0.017239
2026-03-04,-0.004893,-0.000001
2026-03-05,0.013131,0.013651
2026-03-06,0.015609,-0.001220
2026-03-09,-0.025911,-0.013102
2026-03-10,-0.006135,-0.012985
2026-03-11,0.013301,-0.012767
2026-03-12,-0.002121,-0.000934
2026-03-13,-0.005888,-0.003783
2026-03-16,-0.016924,-0.000938
2026-03-17,0.001526,-0.001172
2026-03-18,0.018708,-0.012421
2026-03-19,-0.005283,0.002212
2026-03-20,-0.039231,0.001206
2026-03-23,0.015291,0.011541
2026-03-24,-0.009656,-0.015927
2026-03-25,0.000342,-0.005219
2026-03-26,0.004374,0.009725
2026-03-27,0.011374,0.006096
2026-03-30,0.026042,0.005713
2026-03-31,0.002245,0.002986
2026-04-01,0.005885,-0.007725
2026-04-02,0.000913,0.015017
2026-04-03,-0.016988,-0.009691
2026-04-06,-0.033607,0.002557
2026-04-07,0.002389,-0.023829
2026-04-08,-0.005420,0.055000
2026-04-09,-0.002070,-0.012325
2026-04-10,-0.023623,0.002033
2026-04-13,0.006443,-0.003472
2026-04-14,0.004756,0.015294
2026-04-15,0.005544,-0.004501
2026-04-16,-0.002934,0.004516
2026-04-17,-0.026255,-0.005876
2026-04-20,0.055000,-0.013007
2026-04-21,-0.008866,0.055000
2026-04-22,0.010173,0.018327
2026-04-23,0.009323,0.003195
2026-04-24,0.024089,-0.014495
2026-04-27,-0.006020,-0.025565
2026-04-28,-0.014132,-0.001728
2026-04-29,-0.018000,-0.006403
2026-04-30,-0.001880,0.046813
2026-05-01,0.014465,0.028962
2026-05-04,-0.009791,0.000064
2026-05-05,-0.015216,-0.007588
2026-05-06,0.000759,0.007006
2026-05-07,0.003674,-0.001180
2026-05-08,-0.008391,-0.009245
2026-05-11,0.007191,0.006112
2026-05-12,0.013890,0.003559
2026-05-13,0.007875,-0.000685
2026-05-14,0.008483,0.007349
2026-05-15,-0.022613,-0.021393
2026-05-18,-0.002427,0.023360
2026-05-19,0.009851,-0.006133
2026-05-20,-0.007933,-0.014772
2026-05-21,0.010750,-0.012127
2026-05-22,-0.010152,0.006728
2026-05-25,-0.013932,-0.004103
2026-05-26,-0.010602,-0.013438
2026-05-27,0.002310,-0.002904
2026-05-28,0.004714,-0.005942
2026-05-29,0.000429,-0.013086
2026-06-01,0.007911,-0.025875
2026-06-02,0.022115,-0.011998
2026-06-03,-0.001084,0.026761
2026-06-04,-0.006892,0.025926
2026-06-05,0.009104,-0.003920
2026-06-08,0.003217,0.009768
2026-06-09,0.021648,0.011042
2026-06-10,-0.002742,-0.037309
2026-06-11,0.024668,0.006186
2026-06-12,-0.005160,-0.015326
2026-06-15,-0.004728,-0.010898
2026-06-16,0.014980,0.005542
2026-06-17,0.005358,-0.003271
2026-06-18,0.003549,-0.008354
