date,MKT,AAPL_S,MSFT_S,GOOGL_S,AMZN_S,META_S,KO_S,PEP_S,XOM_S,JPM_S,JNJ_S
2025-10-17,0.005925,0.009693,0.007626,0.005911,0.003068,0.010498,-0.004908,-0.001930,0.003531,0.021044,0.005215
2025-10-20,0.000660,-0.007516,-0.000911,-0.006291,-0.004720,-0.012995,0.002947,-0.001570,0.004710,0.005435,0.006516
2025-10-21,0.017405,0.018269,0.031388,0.014057,0.025579,0.040259,0.013448,0.000492,0.017776,0.021549,-0.004003
2025-10-22,-0.000041,-0.004839,0.003871,0.009132,-0.010042,0.005728,-0.000297,-0.011849,0.006866,0.009258,0.000889
2025-10-23,0.031766,0.038649,0.059103,0.030899,0.045475,0.055856,0.027739,0.040969,0.027802,0.032266,0.008823
2025-10-24,-0.001502,-0.011142,-0.005532,0.008917,0.017174,-0.003938,-0.000689,-0.006629,-0.006513,-0.012614,-0.005702
2025-10-27,0.011934,0.013392,0.021157,0.015897,0.017158,-0.013077,0.003094,0.019277,0.016182,0.015130,-0.006912
2025-10-28,0.001826,0.003554,-0.000244,0.006901,0.005577,-0.001105,0.005510,0.007891,-0.002975,0.001466,0.008377
2025-10-29,0.007644,0.011886,0.011536,0.007212,0.010083,0.033882,0.001392,0.013978,0.021946,-0.003494,0.005878
2025-10-30,-0.009396,-0.009272,-0.005184,-0.009312,-0.006986,-0.005987,-0.005866,-0.003188,-0.013993,-0.003670,-0.014250
2025-10-31,-0.000844,0.000662,0.001280,0.004789,0.000339,-0.005014,-0.000899,0.004425,-0.005264,0.005789,-0.003546
2025-11-03,0.010738,0.002635,0.011424,0.009483,0.059830,0.013284,0.006636,0.017519,0.021565,0.019691,0.009453
2025-11-04,0.013794,0.011340,0.014279,-0.001360,0.022440,0.015955,0.013521,-0.002878,0.018830,0.007364,0.018684
2025-11-05,-0.006837,0.004114,-0.009033,-0.018458,0.009630,-0.007368,0.002971,-0.005526,-0.004772,-0.000039,-0.009265
2025-11-06,-0.012465,-0.025647,-0.031459,-0.026238,-0.009250,-0.015470,-0.014470,-0.023607,-0.013491,-0.010185,0.020622
2025-11-07,-0.008415,0.020419,-0.014331,-0.008362,-0.008591,-0.010773,-0.002319,-0.007964,-0.001139,0.014048,-0.021019
2025-11-10,-0.024095,-0.040223,-0.037374,-0.022195,-0.025795,-0.030088,-0.027246,-0.025724,-0.022531,-0.019223,-0.011445
2025-11-11,0.007014,-0.008140,0.017101,0.010502,-0.007504,0.029263,0.005664,0.009208,0.009458,0.019365,0.008370
2025-11-12,-0.009030,-0.011486,-0.031265,-0.019452,-0.019293,-0.021920,0.003104,-0.000140,-0.008871,0.008292,-0.010915
2025-11-13,-0.015615,-0.026329,-0.005149,-0.024677,-0.016722,-0.028275,-0.005588,0.006568,-0.011121,-0.015903,-0.018970
2025-11-14,0.002894,0.023528,0.012755,0.004924,0.004710,0.030149,0.019890,-0.014849,0.020261,0.003931,0.000051
2025-11-17,-0.005137,-0.009975,-0.009225,-0.009241,0.000790,-0.002782,-0.026207,0.008015,-0.001981,-0.006192,-0.003718
2025-11-18,-0.001380,-0.000341,-0.013218,-0.000643,0.009240,-0.011070,0.005906,-0.019175,0.002082,-0.008763,-0.006156
2025-11-19,-0.000107,-0.000436,0.015552,0.034353,-0.001071,0.004800,0.001561,-0.014062,0.003979,0.002724,-0.011705
2025-11-20,0.000933,0.014590,-0.000644,0.009564,-0.002609,0.014296,-0.001522,-0.005727,0.002204,0.001627,-0.001131
2025-11-21,0.004945,0.004726,0.020802,-0.002318,0.015403,0.014517,-0.005376,-0.002727,0.010860,0.015088,-0.015314
2025-11-24,-0.025379,-0.024224,-0.036968,-0.026278,-0.051925,-0.049982,-0.017926,-0.005301,-0.016204,-0.022337,-0.007620
2025-11-25,0.001424,0.004837,0.002794,-0.007102,0.000982,-0.019968,0.005044,0.006788,0.026937,-0.009681,-0.004371
2025-11-26,0.053642,0.066878,0.055910,0.058762,0.088258,0.080852,0.029755,0.033313,0.029234,0.056323,0.032227
2025-11-27,0.023294,0.031689,0.025244,0.026910,0.040326,0.029485,0.013774,0.007472,0.035735,0.007391,0.001923
2025-11-28,-0.009719,-0.020844,-0.013144,-0.022472,-0.023276,-0.022645,-0.009639,-0.007397,-0.013122,-0.016502,-0.017615
2025-12-01,0.013642,0.019906,0.009877,0.018110,-0.002987,0.019501,0.010246,0.017010,0.011777,0.012227,0.008422
2025-12-02,-0.002231,-0.013697,0.008527,0.001971,-0.001861,-0.000454,-0.007298,0.006255,-0.002455,-0.020989,0.017959
2025-12-03,0.004114,0.011868,0.008044,0.000192,0.004938,0.012781,0.015830,0.018681,0.003344,-0.013680,0.004288
2025-12-04,0.005920,0.010007,-0.003837,-0.004448,0.013900,0.019134,0.014613,-0.001915,0.013306,0.005157,-0.004044
2025-12-05,-0.000624,-0.000234,0.022914,-0.006504,-0.007678,0.008158,-0.009159,-0.008902,0.009882,-0.015102,-0.003299
2025-12-08,0.003259,-0.004939,-0.002431,0.013560,-0.008491,0.002067,0.005052,0.011733,-0.006552,-0.013159,-0.009305
2025-12-09,-0.015575,-0.017651,-0.009970,-0.007694,-0.015884,-0.015310,-0.004676,-0.006975,-0.057077,-0.016402,-0.012238
2025-12-10,-0.012480,-0.010712,-0.011003,-0.018448,-0.026612,-0.019730,-0.015009,0.005111,-0.016134,-0.020618,0.005418
2025-12-11,0.009454,0.003113,0.010558,0.005202,0.016083,0.027716,0.007922,0.006414,0.008017,0.020226,0.000836
2025-12-12,-0.007848,-0.012200,-0.005837,-0.000776,-0.043050,-0.033225,-0.007790,-0.005958,-0.020502,-0.013295,-0.000344
2025-12-15,0.014342,0.035281,0.022285,0.024666,0.015239,0.010473,0.004875,0.009329,0.020941,0.006425,0.006404
2025-12-16,0.010644,0.012504,0.028652,0.011310,-0.002453,0.004387,0.008970,0.005002,0.008506,0.012462,0.022146
2025-12-17,-0.002521,-0.002056,-0.000911,-0.004798,-0.003226,0.003859,-0.004464,0.006182,-0.012261,-0.010388,-0.000372
2025-12-18,-0.001536,-0.003533,-0.019844,0.014004,0.007796,-0.017927,-0.009133,0.000001,-0.006704,-0.010625,-0.011511
2025-12-19,0.013596,0.012316,0.011840,0.008884,0.013985,0.029369,0.001871,0.005170,-0.016469,0.009062,0.010007
2025-12-22,0.002298,-0.004542,-0.003384,0.003027,0.006431,0.004097,0.003088,0.003651,-0.001817,0.002717,0.001416
2025-12-23,0.002935,0.005058,0.001148,0.015987,-0.004264,0.018466,0.015129,-0.000049,0.005852,0.004580,0.003996
2025-12-24,0.009833,0.012184,0.021233,0.015533,0.013142,0.009430,0.005303,0.017468,0.000912,0.015770,0.011336
2025-12-25,-0.028728,-0.044575,-0.025930,-0.028588,-0.048668,-0.029155,-0.019534,-0.013932,-0.020891,-0.037416,-0.016993
2025-12-26,-0.004822,-0.013212,-0.012295,-0.008266,0.009482,-0.007744,0.033904,0.016503,-0.019885,0.006593,-0.011101
2025-12-29,-0.010380,-0.012948,0.002127,-0.045321,-0.012260,0.001040,-0.008573,-0.006549,-0.016636,-0.003252,-0.007386
2025-12-30,-0.011073,-0.016898,-0.000614,-0.006818,-0.027473,-0.028029,-0.021839,-0.039396,-0.013372,-0.014893,-0.005248
2025-12-31,0.011506,-0.003574,0.018574,0.020179,0.022021,0.018725,-0.013672,0.001446,0.005243,0.013888,-0.001679
2026-01-01,-0.025429,-0.029450,-0.020632,-0.023047,-0.053864,-0.045238,-0.016269,-0.010970,-0.018656,-0.028862,-0.003059
2026-01-02,0.009444,0.012007,0.008497,0.009772,0.020362,0.016818,0.009082,-0.001310,-0.005143,0.017975,0.019995
2026-01-05,0.032501,0.033003,0.033675,0.034279,0.043216,0.064596,0.017301,0.045585,0.042751,0.040724,0.009008
2026-01-06,-0.012025,-0.029474,-0.017193,-0.005819,-0.013048,0.011799,-0.005740,0.001443,-0.012351,-0.015236,-0.006800
2026-01-07,-0.004300,-0.017416,-0.005705,-0.006981,0.013216,-0.000308,-0.006844,0.005919,0.003636,0.008570,-0.000506
2026-01-08,0.020120,0.032267,0.019458,0.015647,0.028160,0.023216,0.004320,0.016201,0.014852,0.040323,-0.000486
2026-01-09,0.004073,0.013774,0.009440,0.008590,-0.002487,0.025500,-0.006153,-0.016526,0.011219,-0.002879,0.002339
2026-01-12,-0.001166,-0.004698,-0.007977,-0.012315,0.014029,0.010135,-0.013900,0.001097,-0.001625,0.007097,-0.000282
2026-01-13,0.011491,0.003330,0.017746,-0.002317,0.019485,0.013104,0.009958,0.007250,0.017476,0.011919,-0.007230
2026-01-14,0.008153,0.005210,0.008225,0.004392,0.005606,0.023880,-0.000731,0.005440,0.005128,0.018189,0.008660
2026-01-15,-0.019531,-0.027355,-0.005545,-0.024564,-0.035321,-0.020161,-0.012965,-0.016565,-0.021613,-0.021916,-0.023382
2026-01-16,0.007411,0.007852,0.009158,-0.003995,0.016260,0.008894,0.004232,0.003041,0.015027,0.011824,0.008788
2026-01-19,-0.003750,-0.002821,-0.007404,-0.006766,-0.004167,-0.016368,-0.003221,0.008710,-0.001277,-0.011677,0.009611
2026-01-20,-0.002626,0.006015,-0.004314,-0.018022,0.004503,-0.000323,0.004258,-0.001646,0.003153,-0.005732,0.001673
2026-01-21,0.002581,0.002549,0.000050,-0.000102,0.016832,0.017562,0.000517,-0.002107,-0.014351,0.002295,0.000518
2026-01-22,-0.002786,-0.009823,-0.018612,-0.004625,-0.025159,0.010165,-0.014848,0.006048,0.004938,-0.001605,0.001570
2026-01-23,0.015885,0.024256,0.013293,0.031924,0.016730,0.021541,0.008940,0.014820,0.025524,0.018463,0.010510
2026-01-26,-0.022915,-0.041761,-0.028722,-0.013852,-0.036098,-0.037100,-0.001190,-0.015688,-0.022453,-0.026843,0.010757
2026-01-27,0.006284,0.007893,0.012785,0.009983,0.016412,0.005235,0.027625,-0.000746,0.004220,0.002848,-0.003838
2026-01-28,0.008679,0.012009,0.003597,0.008406,0.012942,-0.004123,0.013611,0.007466,0.018292,0.015330,0.016928
2026-01-29,-0.005998,-0.014652,-0.013732,-0.007608,-0.007909,-0.015819,-0.011009,-0.016457,-0.015107,-0.007309,-0.017917
2026-01-30,0.009343,0.000928,0.015628,0.001674,0.019320,0.012013,0.001234,0.009993,0.019657,0.009392,-0.000729
2026-02-02,-0.001162,-0.000353,0.007362,-0.002411,0.001158,0.007764,0.008898,0.007652,0.004374,-0.030009,0.003341
2026-02-03,-0.002391,0.003184,-0.005722,-0.000868,-0.011588,-0.006239,0.013438,-0.004307,-0.004143,0.009642,0.006683
2026-02-04,0.002387,0.007203,0.008718,-0.020784,-0.003572,0.008352,-0.000862,-0.008985,-0.015730,-0.002213,-0.010520
2026-02-05,-0.008694,-0.013587,-0.011303,-0.024084,-0.008225,-0.006849,-0.006928,-0.000823,0.001293,0.004909,-0.019194
2026-02-06,0.002132,-0.001561,-0.004771,-0.004522,0.010368,0.008324,-0.000523,0.007818,0.021026,0.008578,0.000769
2026-02-09,-0.006644,-0.018985,-0.003380,-0.005284,-0.014560,-0.004465,-0.025264,0.002878,-0.007166,0.001763,0.001748
2026-02-10,-0.004834,-0.013519,0.002376,-0.020335,-0.007250,0.001035,-0.003010,-0.003469,0.001869,-0.017031,-0.008024
2026-02-11,-0.006674,-0.002551,0.008025,-0.012882,-0.010349,0.001360,0.007395,-0.010267,-0.011986,-0.022298,-0.000517
2026-02-12,-0.020802,-0.027561,0.003825,-0.027221,-0.034835,-0.023255,-0.012190,-0.017423,-0.017262,-0.021035,-0.008997
2026-02-13,-0.004278,-0.010131,-0.016190,0.030079,0.000599,-0.011076,-0.001374,0.006915,-0.010155,-0.013155,-0.004714
2026-02-16,-0.000459,-0.005765,0.018132,-0.000712,-0.003413,0.000728,0.011556,-0.017912,0.006641,0.008674,-0.009078
2026-02-17,0.002902,0.005324,-0.010347,0.000316,0.007170,0.032461,0.003908,-0.000568,0.005461,0.006641,-0.015115
2026-02-18,0.011397,0.018643,0.003695,0.012455,0.034962,0.035847,0.016751,0.002021,0.024778,0.013666,0.005631
2026-02-19,0.022340,0.032648,0.024692,0.043040,0.036523,0.031368,0.017057,0.018556,0.019716,0.023227,0.006050
2026-02-20,0.001083,0.003724,0.003104,-0.008048,0.003017,-0.006884,-0.003670,-0.020846,-0.002662,0.007396,0.002701
2026-02-23,-0.009773,-0.011131,-0.013843,-0.007000,-0.021203,-0.012945,-0.008683,-0.010616,-0.009034,-0.031911,-0.006338
2026-02-24,-0.010007,-0.005770,-0.008901,-0.020707,-0.009339,-0.012196,-0.002918,-0.014050,0.014185,-0.006862,-0.018995
2026-02-25,-0.006683,-0.010761,-0.018133,-0.005946,0.016530,0.004530,0.000268,-0.024250,0.000109,-0.007837,0.000650
2026-02-26,-0.020193,-0.035595,-0.023483,-0.019037,-0.007923,-0.030777,-0.009276,-0.016169,-0.019101,-0.017533,-0.005944
2026-02-27,-0.000843,0.002237,0.002110,-0.007587,0.008850,0.000206,-0.008748,0.006962,-0.013460,0.004860,-0.002840
2026-03-02,-0.003156,-0.008018,-0.000270,-0.017649,0.005648,-0.043406,0.003763,0.001703,-0.004304,-0.018952,0.016619
2026-03-03,-0.004331,-0.006266,-0.017440,-0.021710,-0.015640,-0.030000,0.001533,-0.001880,-0.003902,-0.008660,0.024809
2026-03-04,0.000726,0.008195,0.008073,-0.008580,0.001530,-0.007846,-0.015931,-0.003249,0.007382,0.004601,0.013723
2026-03-05,0.008985,0.014500,0.013793,0.005229,0.001682,0.011508,-0.004302,0.012595,-0.001150,0.004554,-0.002729
2026-03-06,-0.018392,-0.016337,-0.006923,-0.025667,-0.019181,-0.018807,-0.029339,-0.021051,-0.018508,-0.014266,0.002898
2026-03-09,-0.003018,0.004468,-0.010013,0.004597,-0.000785,-0.004673,0.002232,-0.010637,-0.006037,-0.005787,-0.006746
2026-03-10,0.007398,0.013185,0.022099,0.010132,-0.013432,0.008906,-0.003759,0.010240,0.013831,0.007164,0.001527
2026-03-11,-0.008935,-0.017904,-0.020899,-0.007568,-0.026938,-0.015900,-0.003835,0.004889,-0.019576,-0.004237,0.002791
2026-03-12,-0.008628,0.009224,-0.016834,-0.010226,-0.034630,-0.009241,-0.002873,0.008717,-0.014486,0.010437,-0.002856
2026-03-13,-0.011039,-0.003539,-0.022416,-0.005784,-0.028328,-0.002027,-0.005205,-0.010733,-0.007443,-0.016600,-0.008938
2026-03-16,0.022275,0.038857,0.019745,0.029597,0.033802,0.035850,0.009975,0.016989,0.040733,0.021611,0.001964
2026-03-17,0.001719,-0.012653,0.002132,0.006647,0.005474,-0.003677,-0.004490,-0.002599,-0.009372,0.009325,0.006332
2026-03-18,-0.007059,-0.013702,-0.003649,-0.009217,-0.039983,-0.005794,0.007878,-0.012467,0.007263,-0.001084,0.011342
2026-03-19,0.008579,-0.001841,0.007085,0.005919,0.005199,-0.006225,-0.003188,0.001522,-0.006842,0.000023,0.026932
2026-03-20,0.003343,0.005885,-0.006676,-0.006164,0.005468,0.006377,-0.002179,-0.004460,0.000669,0.005197,0.016734
2026-03-23,0.002323,-0.014311,0.015476,0.009221,0.003060,0.003497,0.003220,0.004484,-0.004103,0.005790,-0.012591
2026-03-24,-0.008967,-0.012062,-0.015818,-0.014730,-0.025013,-0.005218,-0.018605,0.001794,-0.010454,-0.014566,-0.014171
2026-03-25,-0.020147,-0.017153,-0.024750,-0.002212,-0.024074,-0.039568,-0.004652,0.008767,-0.014896,-0.020403,-0.005773
2026-03-26,0.014876,0.026756,0.025113,0.007935,0.025829,0.003078,0.017298,0.004189,-0.003880,0.007970,0.010947
2026-03-27,0.029521,0.029821,0.021165,0.026494,0.041664,0.035504,0.012920,0.001846,0.024213,0.032560,0.009824
2026-03-30,0.014788,0.005985,0.034544,0.019074,0.024773,0.009462,0.010961,0.005645,0.019086,0.009799,0.002854
2026-03-31,0.024375,0.036504,0.020394,0.036307,0.037227,0.034805,0.024276,0.002234,0.024974,0.018521,0.008476
2026-04-01,0.008900,0.017400,0.000240,0.003521,0.015743,0.018152,0.004750,0.007222,0.013455,-0.000470,-0.000270
2026-04-02,0.005861,0.018428,-0.000575,0.004904,0.008333,0.005656,0.026003,0.008397,-0.003424,-0.009090,-0.005129
2026-04-03,-0.008036,-0.017303,-0.013499,-0.005629,-0.005248,-0.011289,0.002762,-0.001330,-0.009589,-0.001842,-0.004038
2026-04-06,0.031858,0.049395,0.036203,0.049108,0.075673,0.079639,0.017389,0.016196,0.039464,0.035897,0.011279
2026-04-07,0.002284,0.002623,0.016022,-0.003593,0.008944,0.006768,-0.049766,-0.008132,-0.011051,0.002113,0.002116
2026-04-08,-0.021948,-0.019225,-0.041226,-0.039645,-0.030892,-0.023572,-0.015094,-0.017775,-0.020671,-0.003738,-0.046809
2026-04-09,0.006454,0.007675,-0.009986,0.024986,-0.018488,0.003899,-0.022165,0.010721,-0.016622,0.001984,0.009562
2026-04-10,-0.000350,-0.009858,0.000389,-0.000279,-0.017257,-0.010569,-0.002379,0.000778,0.004065,-0.000602,0.004703
2026-04-13,0.000356,0.005398,0.003328,0.002344,-0.012188,0.025091,-0.000681,0.001821,-0.003641,-0.002905,0.016182
2026-04-14,-0.001581,0.000988,-0.013056,0.000795,-0.001876,0.009344,-0.006145,-0.005821,0.004265,-0.017986,-0.014870
2026-04-15,-0.001484,-0.002703,0.012210,-0.003263,0.009445,0.002439,0.036142,0.000323,-0.015621,-0.003481,0.007716
2026-04-16,0.011255,0.010874,0.007066,0.019134,0.018993,0.018410,-0.002496,0.015500,0.009630,0.014790,0.009745
2026-04-17,-0.008937,-0.012289,-0.008500,-0.011101,-0.015267,-0.024336,0.001678,-0.003613,-0.019603,-0.020898,-0.004054
2026-04-20,0.008631,-0.001585,0.014057,0.005891,0.020462,0.000451,0.013172,-0.007724,-0.003422,0.007416,0.020138
2026-04-21,0.004049,0.008102,0.001090,0.012113,0.008332,0.000517,0.002292,0.002644,0.010549,0.010653,0.011241
2026-04-22,0.004176,0.017555,0.003480,0.014903,0.006746,0.004418,0.009314,-0.005749,-0.001619,0.042766,0.006428
2026-04-23,-0.025238,-0.042412,-0.033741,-0.027685,-0.042126,-0.040241,-0.022955,-0.020050,-0.023009,-0.039108,-0.015662
2026-04-24,-0.025203,-0.047489,-0.023846,-0.029011,-0.031420,-0.028201,-0.034528,-0.017735,-0.005328,-0.032904,0.001111
2026-04-27,0.004738,-0.009122,0.003760,0.000470,0.004077,0.000118,-0.000010,0.000087,-0.001289,-0.003921,0.007494
